User ID,Route ID,Payment Plan,Start Hub,Start Area,Start Latitude,Start Longitude,Start Date,Start Time,End Hub,End Area,End Latitude,End Longitude,End Date,End Time,Member Type,Trip Type,Bike ID,Bike Name,Distance [Miles],Duration,Rental Access Path,Multiple Rental,Ride cost,Fees,Bonuses,Total cost
535402,4513144,PAY AS YOU GO,,,33.78634667,-84.37788,2017-09-17,04:18:00 PM,CENTENNIAL OLYMPIC PARK,Relay System,33.76034,-84.39472667,2017-09-17,04:15:00 PM,User,,10844,2698,3.27,-1 days +23:57:00.000000000,keypad,True,0.0,0,0,0.0
526430,4506937,PAY AS YOU GO,,,33.78172833,-84.37911667,2017-09-16,10:32:00 PM,KING OF POPS,Relay System,33.76371167,-84.358915,2017-09-16,10:30:00 PM,User,,10909,2630,2.04,-1 days +23:58:00.000000000,keypad,False,0.0,0,0,0.0
402627,4488127,,Relay HQ,Relay System,33.73751833,-84.40902167,2017-09-15,01:41:00 PM,Relay HQ,Relay System,33.73751833,-84.40902167,2017-09-15,01:40:00 PM,Admin,,13190,2962*,0.0,-1 days +23:59:00.000000000,keypad,True,0.0,0,0,0.0
544151,4597036,MONTHLY PASS SUBSCRIPTION,,,33.755715,-84.38882667,2017-09-24,02:01:00 PM,HARDY IVY PARK,Relay System,33.76268667,-84.387415,2017-09-24,02:00:00 PM,User,,13022,2956*,0.61,-1 days +23:59:00.000000000,keypad,False,0.0,0,0,0.0
517851,4361265,,,,33.73747833,-84.40897667,2017-09-06,04:03:00 PM,Relay HQ,Relay System,33.737415000000006,-84.40903,2017-09-06,04:02:00 PM,Admin,,13179,2951*,0.04,-1 days +23:59:00.000000000,keypad,False,0.0,0,0,0.0
545798,4610355,PAY AS YOU GO,,Relay System,33.75962167,-84.38574167,2017-09-25,02:15:00 PM,MARTA - PEACHTREE CENTER,Relay System,33.75822833,-84.3878,2017-09-25,02:15:00 PM,User,,12674,2817,0.43,0 days 00:00:00.000000000,keypad,False,0.0,0,-1,-1.0
535396,4513530,PAY AS YOU GO,PIEDMONT PARK WEST,Relay System,33.786435,-84.37794333,2017-09-17,04:56:00 PM,GREENWOOD AVE BELTLINE,Relay System,33.77671167,-84.365205,2017-09-17,04:56:00 PM,User,,10872,2658,1.83,0 days 00:00:00.000000000,keypad,True,0.0,0,0,0.0
534076,4506894,PAY AS YOU GO,GEORGIA TECH - TRANSIT HUB,Relay System,33.77278333,-84.39751333,2017-09-16,10:26:00 PM,GEORGIA TECH - TRANSIT HUB,Relay System,33.772729999999996,-84.39729167,2017-09-16,10:26:00 PM,User,,12682,2807,1.02,0 days 00:00:00.000000000,keypad,False,0.0,0,0,0.0
552084,4682401,PAY AS YOU GO,PIEDMONT PARK & EASTSIDE BELTLINE,Relay System,33.78232333,-84.36985167,2017-09-30,05:36:00 PM,STUDIOPLEX,Relay System,33.75681833,-84.36657167,2017-09-30,05:36:00 PM,User,,13767,1303,4.19,0 days 00:00:00.000000000,keypad,False,0.0,0,0,0.0
149349,4514493,PAY AS YOU GO,PIEDMONT PARK WEST,Relay System,33.78644667,-84.37789000000001,2017-09-17,06:37:00 PM,,Relay System,33.75773833,-84.36522833,2017-09-17,06:36:00 PM,User,,13183,2967*,2.96,-1 days +23:59:00.000000000,keypad,False,0.0,2,0,2.0
526428,4506955,ANNUAL PASS,OUTWRIGHT STATION,Relay System,33.78178333,-84.37911,2017-09-16,10:36:00 PM,KING OF POPS,Relay System,33.76371833,-84.358915,2017-09-16,10:35:00 PM,User,,12727,2934*,2.04,-1 days +23:59:00.000000000,keypad,False,0.0,0,0,0.0
394003,4443769,ANNUAL PASS,,Relay System,33.76000167,-84.38504499999999,2017-09-12,06:12:00 PM,MARTA - INMAN PARK,Relay System,33.75762667,-84.35376333,2017-09-12,06:11:00 PM,User,,11733,2733,2.87,-1 days +23:59:00.000000000,keypad,False,0.0,0,-1,-1.0
469676,4311449,ANNUAL PASS,,Relay System,33.74069833,-84.35799667,2017-09-02,04:23:00 PM,HISTORIC FOURTH WARD PARK,Relay System,33.770785,-84.365505,2017-09-02,04:23:00 PM,User,,12547,2825,3.1,0 days 00:00:00.000000000,keypad,False,0.0,0,-1,-1.0
524919,4406399,PAY AS YOU GO,HISTORIC FOURTH WARD PARK,Relay System,33.77083333,-84.36534499999999,2017-09-09,07:39:00 PM,HISTORIC FOURTH WARD PARK,Relay System,33.77072833,-84.36539667,2017-09-09,07:39:00 PM,User,,12513,2759,1.17,0 days 00:00:00.000000000,keypad,True,0.0,0,0,0.0
463220,4511112,MONTHLY PASS SUBSCRIPTION,,Relay System,33.779015,-84.37169833,2017-09-17,01:06:00 PM,,Relay System,33.77900667,-84.371735,1969-12-31,08:00:00 PM,User,,12613,2875,0.79,-17427 days +06:54:00.000000000,keypad,False,0.0,0,0,0.0
519123,4337507,MONTHLY PASS SUBSCRIPTION,,Relay System,33.738904999999995,-84.43159167,2017-09-04,07:27:00 PM,GORDON-WHITE PARK,Relay System,33.73885,-84.43179,2017-09-04,08:27:00 PM,User,,12468,2766,4.5,0 days 01:00:00.000000000,keypad,False,0.0,0,-1,-1.0
519009,4498413,STUDENT PASS SUBSCRIPTION,PIEDMONT & AUBURN,Relay System,33.75573333,-84.38211667,2017-09-16,09:33:00 AM,PIEDMONT & AUBURN,Relay System,33.75573833,-84.38210667,2017-09-16,10:33:00 AM,User,,12745,2896,5.97,0 days 01:00:00.000000000,keypad,False,0.0,0,0,0.0
524468,4403614,PAY AS YOU GO,,,33.76269833,-84.387455,2017-09-09,04:01:00 PM,HARDY IVY PARK,Relay System,33.76268167,-84.38735667,2017-09-09,05:01:00 PM,User,,12551,2836,5.02,0 days 01:00:00.000000000,keypad,True,9.15,0,0,9.15
502852,4309949,,,Relay System,33.78628667,-84.37191333,2017-09-02,02:35:00 PM,PIEDMONT PARK EAST,Relay System,33.78629833,-84.37145333,2017-09-02,03:35:00 PM,User,,11760,2564,4.13,0 days 01:00:00.000000000,keypad,True,9.15,0,-1,8.15
539300,4564745,PAY AS YOU GO,IRWIN & EASTSIDE BELTLINE,Relay System,33.757585,-84.364665,2017-09-21,06:22:00 PM,IRWIN & EASTSIDE BELTLINE,Relay System,33.75760667,-84.36469667,2017-09-21,07:22:00 PM,User,,12684,2917,2.49,0 days 01:00:00.000000000,keypad,False,4.95,0,0,4.95
525035,4406804,PAY AS YOU GO,HISTORIC FOURTH WARD PARK,Relay System,33.77070833,-84.36549667,2017-09-09,08:16:00 PM,KING OF POPS,Relay System,33.76368167,-84.35896,2017-09-09,09:16:00 PM,User,,12658,2856,1.07,0 days 01:00:00.000000000,keypad,False,4.65,0,0,4.65
355728,4308404,PAY AS YOU GO,PARK & MEMORIAL,Relay System,33.74663167,-84.36968,2017-09-02,12:48:00 PM,PIEDMONT PARK & EASTSIDE BELTLINE,Relay System,33.78234167,-84.36983000000001,2017-09-02,01:48:00 PM,User,,10907,2628,3.26,0 days 01:00:00.000000000,keypad,False,4.65,0,0,4.65
195161,4320972,PAY AS YOU GO,,,33.77495333,-84.29488833,2017-09-03,03:31:00 PM,GRANT PARK,Relay System,33.73581833,-84.373575,2017-09-03,04:31:00 PM,User,,12492,2705,9.94,0 days 01:00:00.000000000,keypad_rfid_card,True,9.15,0,-1,8.15
515477,4318839,PAY AS YOU GO,PIEDMONT PARK WEST,Relay System,33.78638833,-84.37799333,2017-09-03,12:33:00 PM,PIEDMONT PARK WEST,Relay System,33.78641,-84.37793833,2017-09-03,01:34:00 PM,User,,5799,2985,2.64,0 days 01:01:00.000000000,keypad,True,9.15,0,0,9.15
514136,4312234,PAY AS YOU GO,IRWIN & EASTSIDE BELTLINE,Relay System,33.75763833,-84.36468333,2017-09-02,05:31:00 PM,EDGEWOOD & EASTSIDE BELTLINE,Relay System,33.754325,-84.365325,2017-09-02,06:31:00 PM,User,,10811,2679,5.04,0 days 01:00:00.000000000,keypad,False,4.65,0,0,4.65
525820,4412465,PAY AS YOU GO,GREENWOOD AVE BELTLINE,Relay System,33.77682,-84.36522333,2017-09-10,11:32:00 AM,IRWIN & EASTSIDE BELTLINE,Relay System,33.75761833,-84.36468667,2017-09-10,12:32:00 PM,User,,5812,2984,2.73,0 days 01:00:00.000000000,keypad,False,4.65,0,0,4.65
523979,4401110,PAY AS YOU GO,,Relay System,33.772595,-84.3664,2017-09-09,12:57:00 PM,,Relay System,33.7723,-84.366385,2017-09-09,01:57:00 PM,User,,12561,2846,0.02,0 days 01:00:00.000000000,keypad,False,9.15,2,0,11.15
516016,4321349,PAY AS YOU GO,PIEDMONT PARK WEST,Relay System,33.78628333,-84.37796333,2017-09-03,04:00:00 PM,MARTA - MIDTOWN (NORTH),Relay System,33.78153167,-84.38606833,2017-09-03,05:00:00 PM,User,,12555,2840,3.92,0 days 01:00:00.000000000,keypad,True,9.15,0,0,9.15
387469,4337614,PAY AS YOU GO,HISTORIC FOURTH WARD PARK,Relay System,33.77070833,-84.36565,2017-09-04,07:36:00 PM,HISTORIC FOURTH WARD PARK,Relay System,33.77081833,-84.36549000000001,2017-09-04,08:37:00 PM,User,,12404,1007,2.94,0 days 01:01:00.000000000,keypad,True,9.15,0,0,9.15
543821,4595069,PAY AS YOU GO,KING OF POPS,Relay System,33.76379833,-84.35903167,2017-09-24,10:54:00 AM,OUTWRIGHT STATION,Relay System,33.78170167,-84.379265,2017-09-24,11:54:00 AM,User,,11768,2575,6.44,0 days 01:00:00.000000000,keypad,True,9.15,0,0,9.15
523953,4401111,PAY AS YOU GO,,Relay System,33.77213333,-84.36594167,2017-09-09,12:57:00 PM,,Relay System,33.77235,-84.36642167,2017-09-09,01:58:00 PM,User,,11792,2599,0.03,0 days 01:01:00.000000000,keypad,False,9.15,2,0,11.15
542614,4588674,PAY AS YOU GO,WALTON SPRING PARK,Relay System,33.7592,-84.389415,2017-09-23,06:04:00 PM,WALTON SPRING PARK,Relay System,33.75967833,-84.38940833,2017-09-23,07:04:00 PM,User,,11721,2718,3.86,0 days 01:00:00.000000000,keypad,True,9.15,0,0,9.15
515374,4318379,PAY AS YOU GO,PIEDMONT PARK EAST,Relay System,33.78633833,-84.37140167,2017-09-03,11:49:00 AM,PIEDMONT PARK & EASTSIDE BELTLINE,Relay System,33.78231333,-84.36988167,2017-09-03,12:49:00 PM,User,,12503,2805,2.41,0 days 01:00:00.000000000,keypad,True,9.15,0,0,9.15
538980,4560991,STUDENT PASS SUBSCRIPTION,,Relay System,33.77483333,-84.36612167,2017-09-21,01:45:00 PM,,Relay System,33.77483333,-84.36612167,2017-09-21,02:45:00 PM,User,,10909,2630,0.0,0 days 01:00:00.000000000,keypad,False,0.6,2,0,2.6
276632,4472609,,EDGEWOOD & EASTSIDE BELTLINE,Relay System,33.75432,-84.36542167,2017-09-14,01:33:00 PM,EDGEWOOD & EASTSIDE BELTLINE,Relay System,33.75432,-84.36542167,2017-09-14,02:33:00 PM,Admin,,10906,2627,0.03,0 days 01:00:00.000000000,keypad,True,0.0,0,0,0.0
542034,4586248,PAY AS YOU GO,PIEDMONT PARK WEST,Relay System,33.786495,-84.378075,2017-09-23,02:55:00 PM,PIEDMONT PARK WEST,Relay System,33.78640667,-84.37791667,2017-09-23,03:55:00 PM,User,,12745,2896,4.77,0 days 01:00:00.000000000,keypad,False,4.65,0,0,4.65
517762,4331014,PAY AS YOU GO,PIEDMONT PARK & EASTSIDE BELTLINE,Relay System,33.782375,-84.369805,2017-09-04,11:58:00 AM,INMAN PARK VILLAGE,Relay System,33.76181,-84.35997667,2017-09-04,12:58:00 PM,User,,12614,2883,5.28,0 days 01:00:00.000000000,keypad,True,4.65,0,0,4.65
387469,4337610,PAY AS YOU GO,HISTORIC FOURTH WARD PARK,Relay System,33.77077,-84.36552833,2017-09-04,07:36:00 PM,HISTORIC FOURTH WARD PARK,Relay System,33.77078833,-84.36544667,2017-09-04,08:36:00 PM,User,,12480,2715,2.91,0 days 01:00:00.000000000,keypad,True,9.15,0,0,9.15
334101,4337617,STUDENT PASS SUBSCRIPTION,,,33.77694,-84.36513833,2017-09-04,07:37:00 PM,GREENWOOD AVE BELTLINE,Relay System,33.77670833,-84.36514333,2017-09-04,08:37:00 PM,User,,12477,2707,6.94,0 days 01:00:00.000000000,keypad,False,0.0,0,0,0.0
264790,4386184,Bike Share Champions,WEST END STATION,Relay System,33.73793833,-84.41753333,2017-09-08,11:21:00 AM,WEST END STATION,Relay System,33.73793833,-84.41753333,2017-09-08,12:21:00 PM,User,,12403,1009,0.0,0 days 01:00:00.000000000,keypad,False,0.0,0,0,0.0
494260,4311177,PAY AS YOU GO,PIEDMONT PARK & EASTSIDE BELTLINE,Relay System,33.782270000000004,-84.36981833,2017-09-02,04:02:00 PM,GREENWOOD AVE BELTLINE,Relay System,33.776734999999995,-84.36515833,2017-09-02,05:02:00 PM,User,,10845,2699,3.21,0 days 01:00:00.000000000,keypad,False,4.65,0,0,4.65
514135,4312235,PAY AS YOU GO,IRWIN & EASTSIDE BELTLINE,Relay System,33.757565,-84.36467167,2017-09-02,05:31:00 PM,EDGEWOOD & EASTSIDE BELTLINE,Relay System,33.75433333,-84.36532167,2017-09-02,06:32:00 PM,User,,12674,2817,5.02,0 days 01:01:00.000000000,keypad,False,4.65,0,0,4.65
450508,4524407,PAY AS YOU GO,VIRGINIA-HIGHLAND,Relay System,33.78264167,-84.35445333,2017-09-18,02:09:00 PM,VIRGINIA-HIGHLAND,Relay System,33.7826,-84.354415,2017-09-18,03:10:00 PM,User,,5829,2986,6.69,0 days 01:01:00.000000000,keypad,True,4.65,0,0,4.65
518702,4335416,STUDENT PASS SUBSCRIPTION,PIEDMONT PARK WEST,Relay System,33.78635,-84.377915,2017-09-04,04:37:00 PM,PIEDMONT PARK WEST,Relay System,33.78636833,-84.37793333,2017-09-04,05:38:00 PM,User,,12386,1023,4.07,0 days 01:01:00.000000000,keypad,False,0.0,0,0,0.0
526071,4414307,PAY AS YOU GO,JUNIPER & 14TH ST,Relay System,33.78636333,-84.38243167,2017-09-10,02:03:00 PM,PIEDMONT PARK WEST,Relay System,33.786425,-84.37800333,2017-09-10,03:03:00 PM,User,,12512,2764,3.51,0 days 01:00:00.000000000,keypad,True,9.15,0,0,9.15
513125,4308406,PAY AS YOU GO,,,33.74667167,-84.36965667,2017-09-02,12:48:00 PM,PIEDMONT PARK & EASTSIDE BELTLINE,Relay System,33.78230833,-84.36984833,2017-09-02,01:48:00 PM,User,,12549,2823,3.13,0 days 01:00:00.000000000,keypad,True,4.65,0,0,4.65
515374,4318390,PAY AS YOU GO,PIEDMONT PARK EAST,Relay System,33.78634,-84.37141833,2017-09-03,11:50:00 AM,PIEDMONT PARK & EASTSIDE BELTLINE,Relay System,33.782325,-84.36984833,2017-09-03,12:50:00 PM,User,,10907,2628,2.53,0 days 01:00:00.000000000,keypad,True,9.15,0,0,9.15
518155,4333301,MONTHLY PASS SUBSCRIPTION,JACKSON STREET BRIDGE,Relay System,33.75960333,-84.374145,2017-09-04,02:14:00 PM,IRWIN & EASTSIDE BELTLINE,Relay System,33.75760833,-84.36470667,2017-09-04,03:14:00 PM,User,,12623,2871,5.9,0 days 01:00:00.000000000,keypad,False,0.0,0,0,0.0
513279,4309576,,,,33.77508833,-84.29486667,2017-09-02,02:11:00 PM,,,33.77508833,-84.29486667,2017-09-02,03:12:00 PM,User,,12492,2705,0.0,0 days 01:01:00.000000000,keypad,True,9.15,20,0,29.15
518630,4335039,PAY AS YOU GO,KING OF POPS,Relay System,33.76361667,-84.35895,2017-09-04,04:11:00 PM,HISTORIC FOURTH WARD PARK,Relay System,33.77080667,-84.36548,2017-09-04,05:11:00 PM,User,,11771,2578,6.28,0 days 01:00:00.000000000,keypad,False,4.65,0,0,4.65
512390,4306420,PAY AS YOU GO,PIEDMONT PARK & EASTSIDE BELTLINE,Relay System,33.782325,-84.36983667,2017-09-02,09:48:00 AM,PIEDMONT PARK & EASTSIDE BELTLINE,Relay System,33.78232667,-84.36982833,2017-09-02,10:48:00 AM,User,,12478,2709,4.07,0 days 01:00:00.000000000,keypad,True,9.15,0,0,9.15
515324,4415646,PAY AS YOU GO,INMAN PARK,Relay System,33.76176333,-84.357945,2017-09-10,03:56:00 PM,KING OF POPS,Relay System,33.763709999999996,-84.35891333,2017-09-10,04:56:00 PM,User,,10859,2645,4.16,0 days 01:00:00.000000000,keypad,False,4.65,0,0,4.65
378310,4660619,MONTHLY PASS SUBSCRIPTION,GREENWOOD AVE BELTLINE,Relay System,33.77683833,-84.36509000000001,2017-09-28,08:42:00 PM,GREENWOOD AVE BELTLINE,Relay System,33.77671833,-84.36517833,2017-09-28,09:43:00 PM,User,,10841,2695,3.6,0 days 01:01:00.000000000,keypad,False,0.0,0,0,0.0
515477,4318820,PAY AS YOU GO,PIEDMONT PARK WEST,Relay System,33.78639667,-84.37796,2017-09-03,12:33:00 PM,PIEDMONT PARK WEST,Relay System,33.78639833,-84.377955,2017-09-03,01:33:00 PM,User,,12360,1028,2.62,0 days 01:00:00.000000000,keypad,True,4.65,0,0,4.65
517821,4331479,PAY AS YOU GO,OUTWRIGHT STATION,Relay System,33.78190833,-84.37927333,2017-09-04,12:26:00 PM,OUTWRIGHT STATION,Relay System,33.78169833,-84.37924,2017-09-04,01:27:00 PM,User,,11755,2569,3.27,0 days 01:01:00.000000000,keypad,True,4.65,0,0,4.65
514493,4314042,PAY AS YOU GO,IRWIN & EASTSIDE BELTLINE,Relay System,33.75743833,-84.36475167,2017-09-02,08:29:00 PM,IRWIN & EASTSIDE BELTLINE,Relay System,33.75758167,-84.36471333,2017-09-02,09:30:00 PM,User,,11777,2584,3.95,0 days 01:01:00.000000000,keypad,False,4.65,0,0,4.65
461561,4678644,STUDENT PASS SUBSCRIPTION,ATKINS PARK,Relay System,33.775475,-84.35325167,2017-09-30,12:10:00 PM,STUDIOPLEX,Relay System,33.75683333,-84.36652167,2017-09-30,01:11:00 PM,User,,10904,2625,5.49,0 days 01:01:00.000000000,keypad,False,4.65,0,0,4.65
346573,4503460,MONTHLY PASS SUBSCRIPTION,IRWIN & EASTSIDE BELTLINE,Relay System,33.75755333,-84.36465,2017-09-16,04:54:00 PM,KING OF POPS,Relay System,33.763709999999996,-84.35892333,2017-09-16,05:55:00 PM,User,,12478,2709,4.4,0 days 01:01:00.000000000,keypad,False,0.0,0,0,0.0
514091,4312089,PAY AS YOU GO,,,33.760355,-84.39445,2017-09-02,05:18:00 PM,CENTENNIAL OLYMPIC PARK,Relay System,33.76041167,-84.39452667,2017-09-02,06:19:00 PM,User,,13026,2977*,2.08,0 days 01:01:00.000000000,keypad,False,4.8,0,0,4.8
